ID,Severity,Start_Lat,Start_Lng,State,Zipcode,Timezone,Temperature(F),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
A-974175,2,35.097181,-82.019534,SC,29349-5927,US/Eastern,48.0,10.0,0.0,0.0,Fair
A-1487187,2,37.490422,-76.987359,VA,23140,US/Eastern,67.0,10.0,5.0,0.0,Fair
A-338832,2,37.558885,-121.180125,CA,95363,US/Pacific,45.0,2.0,0.0,0.0,Fog
A-1080770,2,44.906759,-94.368099,MN,55350-6201,US/Central,56.0,10.0,10.0,0.0,Fair
A-714034,2,41.06693,-73.866796,NY,10591,US/Eastern,39.0,10.0,22.0,0.0,Partly Cloudy / Windy
A-1788161,2,37.504024,-122.473801,CA,94019,US/Pacific,57.0,7.0,3.0,0.0,Cloudy
A-462022,2,35.060885,-80.956127,SC,29708,US/Eastern,79.0,10.0,5.0,0.0,Fair
A-2197877,2,34.059503,-118.172833,CA,90063-1016,US/Pacific,56.0,1.0,0.0,0.21,Heavy Rain
A-1883835,2,25.731257,-80.318545,FL,33155,US/Eastern,74.0,10.0,8.0,0.0,Fair
A-410946,2,30.812126,-85.174942,FL,32446-7905,US/Central,49.0,10.0,0.0,0.0,Fair
A-2051288,2,39.326387,-76.52624399999998,MD,21237,US/Eastern,61.0,7.0,9.0,0.0,Light Rain
A-497070,2,33.972559999999994,-118.251904,CA,90001,US/Pacific,79.0,10.0,0.0,0.0,Fair
A-856412,2,38.873154,-77.288471,VA,22031,US/Eastern,75.0,10.0,0.0,0.0,Fair
A-2409417,3,29.3708,-98.45441,TX,78223,US/Central,69.0,10.0,10.0,0.0,Fair
A-1811963,4,42.646467,-121.952135,OR,97624-7763,US/Pacific,49.0,8.0,16.0,0.0,Mostly Cloudy
A-972388,2,36.97569,-122.021612,CA,95060-6605,US/Pacific,73.0,10.0,6.0,0.0,Fair
A-318212,2,41.261926,-72.986698,CT,06516,US/Eastern,63.0,10.0,8.0,0.0,Partly Cloudy
A-2528853,2,42.50169,-123.36292,OR,97526,US/Pacific,35.1,0.5,19.6,0.11,Fog
A-1966075,2,32.736117,-97.439176,TX,76116,US/Central,36.0,2.0,10.0,0.01,Light Snow
A-1428072,2,37.349297,-77.362197,VA,23836,US/Eastern,60.0,10.0,10.0,0.0,Fair
A-2809658,2,26.08037,-80.20387,FL,33312,US/Eastern,87.0,10.0,12.0,0.0,Partly Cloudy
A-1209869,2,34.206438,-117.121474,CA,92382,US/Pacific,54.0,7.0,9.0,0.0,Mostly Cloudy
A-1328700,2,25.969657,-80.165319,FL,33179,US/Eastern,80.0,10.0,14.0,0.0,Fair
A-945229,2,44.862062,-93.308879,MN,55423,US/Central,13.0,1.0,8.0,0.02,Light Snow
A-757092,2,25.700508,-80.29126,FL,33143-5154,US/Eastern,79.0,9.0,14.0,0.01,Light Rain with Thunder
A-1916437,2,42.9604,-115.284945,ID,83623,US/Mountain,47.0,10.0,13.0,0.0,Cloudy
A-1999898,2,34.20414,-117.142754,CA,92382,US/Pacific,44.0,10.0,5.0,0.0,Fair
A-532063,2,28.363932,-81.50194300000003,FL,32821,US/Eastern,71.0,10.0,9.0,0.0,Fair
A-1907187,2,28.802895,-82.576409,FL,34446-1100,US/Eastern,52.0,10.0,0.0,0.0,Fair
A-1439879,2,30.4762,-87.323667,FL,32526-8076,US/Central,58.0,10.0,8.0,0.0,Fair
A-929565,2,25.732836,-80.349357,FL,33165-4033,US/Eastern,79.0,6.0,7.0,0.05,Rain
A-1671726,2,34.791449,-92.396779,AR,72212-2462,US/Central,52.0,10.0,0.0,0.0,Partly Cloudy
A-1635956,2,28.54668400000001,-81.724365,FL,34711-2779,US/Eastern,64.0,10.0,8.0,0.0,Fair
A-819534,2,48.189075,-114.39547,MT,59901-7303,US/Mountain,34.0,10.0,0.0,0.0,Fair
A-1972066,2,41.296822,-72.754695,CT,06405,US/Eastern,57.0,3.0,0.0,0.0,Fair
A-1773531,2,46.611288,-92.553387,MN,55718,US/Central,30.0,3.0,3.0,0.02,Light Snow
A-1964291,2,47.395159,-92.517274,MN,55734,US/Central,51.0,10.0,3.0,0.0,Cloudy
A-460002,2,25.699282,-80.382114,FL,33173,US/Eastern,73.0,10.0,10.0,0.0,Fair
A-1092525,2,37.990537,-121.731064,CA,94561-2284,US/Pacific,57.0,10.0,7.0,0.0,Fair
A-387590,2,25.889707,-80.370306,FL,33018,US/Eastern,77.0,10.0,0.0,0.0,Fair
A-1431408,2,38.731037,-121.290447,CA,95678-4338,US/Pacific,48.0,10.0,6.0,0.0,Fair
A-243174,2,40.393134,-111.541754,UT,84604,US/Mountain,66.0,10.0,28.0,0.0,Fair / Windy
A-1739448,2,29.770101,-95.351423,TX,77020,US/Central,76.0,1.0,14.0,0.71,Heavy Rain
A-1061430,2,40.263414,-75.409349,PA,19438,US/Eastern,34.0,1.0,6.0,0.02,Light Rain
A-2296373,2,37.328879,-121.870253,CA,95112,US/Pacific,49.0,10.0,7.0,0.0,Partly Cloudy
A-560592,2,34.144252,-80.886697,SC,29229-7174,US/Eastern,83.0,10.0,6.0,0.0,Fair
A-989419,2,37.466772,-120.816201,CA,95380-9775,US/Pacific,85.0,10.0,12.0,0.0,Fair
A-1528693,2,45.597684,-122.059008,OR,97019,US/Pacific,49.0,10.0,7.0,0.0,Cloudy
A-1917526,2,34.294569,-81.973584,SC,29332,US/Eastern,86.0,10.0,0.0,0.0,Fair
A-1863922,2,27.874578000000003,-82.66273100000002,FL,33716,US/Eastern,77.0,10.0,8.0,0.0,Cloudy
A-585281,2,38.483809,-122.659167,CA,95409-2744,US/Pacific,62.0,10.0,0.0,0.0,Fair
A-1374527,2,34.934687,-79.057841,NC,28371,US/Eastern,73.0,10.0,6.0,0.0,Fair
A-295776,2,42.426527,-93.150275,IA,50126,US/Central,28.0,5.0,22.0,0.0,N/A Precipitation
A-959445,2,34.053971000000004,-80.981961,SC,29223-4534,US/Eastern,77.0,10.0,0.0,0.0,Fair
A-1656713,2,32.420747,-93.705612,LA,71115,US/Central,51.0,10.0,9.0,0.0,Fair
A-2376156,2,38.802317,-121.206312,CA,95677,US/Pacific,52.0,4.0,0.0,0.0,Cloudy
A-629575,2,26.332654,-81.806184,FL,34134-4224,US/Eastern,74.0,10.0,8.0,0.0,Cloudy
A-885919,2,34.0049,-81.13844399999998,SC,29169-3036,US/Eastern,81.0,10.0,7.0,0.0,Fair
A-2745111,3,25.96749,-80.22936999999997,FL,33169,US/Eastern,70.0,10.0,11.5,0.02,Overcast
A-1302972,2,25.881818,-80.242974,FL,33167-2615,US/Eastern,81.0,10.0,3.0,0.0,Mostly Cloudy
A-460073,2,34.197252,-80.105384,SC,29069,US/Eastern,37.0,10.0,5.0,0.0,Mostly Cloudy
A-1284239,2,46.84732,-96.664325,MN,56547,US/Central,28.0,10.0,18.0,0.0,Fair
A-475645,2,47.201374,-122.269774,WA,98390,US/Pacific,25.0,5.0,3.0,0.0,Light Snow
A-1720901,2,35.734674,-78.797916,NC,27511,US/Eastern,34.0,10.0,6.0,0.0,Partly Cloudy
A-1426156,2,25.74753,-80.337365,FL,33165-2006,US/Eastern,89.0,10.0,13.0,0.0,Partly Cloudy
A-1383503,2,33.437759,-79.128827,SC,29585-6520,US/Eastern,66.0,10.0,5.0,0.0,Fair
A-1794420,2,35.519345,-78.28942099999998,NC,27576,US/Eastern,64.0,10.0,0.0,0.0,Fair
A-1720467,2,39.646559,-75.844418,MD,21921,US/Eastern,32.0,0.5,6.0,0.1,Wintry Mix
A-1388257,2,36.450737,-119.489632,CA,93631,US/Pacific,54.0,10.0,7.0,0.0,Fair
A-490524,2,40.027635,-78.37291,PA,15537,US/Eastern,46.0,10.0,0.0,0.0,Fair
A-1973052,2,30.311053,-81.648899,FL,32207,US/Eastern,64.0,10.0,0.0,0.0,Fair
A-836063,2,33.532177000000004,-82.010802,SC,29841,US/Eastern,92.0,10.0,0.0,0.0,Mostly Cloudy
A-2106852,2,47.6235,-122.32868,WA,98102,US/Pacific,75.0,10.0,9.0,0.0,Fair
A-1797598,2,34.894507,-120.422957,CA,93455,US/Pacific,50.0,0.25,0.0,0.0,Fog
A-1054756,2,44.876972,-93.397039,MN,55439,US/Central,37.0,10.0,14.0,0.0,Cloudy
A-960585,2,40.033889,-76.49959799999998,PA,17512-1536,US/Eastern,57.0,10.0,5.0,0.0,Fair
A-454259,2,37.783216,-121.210323,CA,95337,US/Pacific,80.0,10.0,8.0,0.0,Fair
A-1555203,2,40.135564,-75.114496,PA,19001-1124,US/Eastern,31.0,10.0,6.0,0.0,Fair
A-1481892,2,41.498577,-78.680588,PA,15845-2814,US/Eastern,42.0,10.0,7.0,0.0,Cloudy
A-1691187,2,34.065542,-117.39632,CA,92316,US/Pacific,52.0,2.0,0.0,0.0,Fog
A-252661,2,39.042027,-94.363504,MO,64055,US/Central,50.0,10.0,5.0,0.0,Fair
A-1855146,2,34.388013,-82.692941,SC,29684-8942,US/Eastern,68.0,10.0,8.0,0.0,Fair
A-326249,2,37.089735,-122.090061,CA,95005,US/Pacific,55.0,10.0,0.0,0.0,Partly Cloudy
A-881941,2,25.84465,-80.215151,FL,33150-4469,US/Eastern,88.0,10.0,14.0,0.0,Mostly Cloudy
A-2310497,2,32.69891,-117.09471,CA,92113,US/Pacific,57.0,10.0,6.0,0.0,Cloudy
A-1960122,2,45.351539,-122.579386,OR,97045,US/Pacific,47.0,10.0,16.0,0.0,Fair
A-2232114,2,37.363715,-121.898002,CA,95112,US/Pacific,53.0,10.0,0.0,0.0,Fair
A-1997999,2,33.995729,-118.280387,CA,90037,US/Pacific,44.0,10.0,0.0,0.0,Fair
A-971445,2,30.079298,-95.436984,TX,77373,US/Central,84.0,10.0,15.0,0.0,Fair
A-1540224,2,25.943451,-80.30708800000002,FL,33015-2408,US/Eastern,75.0,10.0,8.0,0.0,Mostly Cloudy
A-2080349,2,35.53652,-97.56564,OK,73116-4820,US/Central,83.0,10.0,8.0,0.0,Fair
A-1901632,2,35.79974199999999,-78.56275699999998,NC,27604-4701,US/Eastern,54.0,10.0,8.0,0.0,Fair
A-589270,2,38.513806,-119.460354,CA,96107-9577,US/Pacific,66.0,6.0,0.0,0.0,Haze
A-2008432,2,29.699040000000004,-95.571252,TX,77072,US/Central,53.0,10.0,14.0,0.0,Cloudy
A-913146,2,41.758722,-72.64328499999998,CT,06118,US/Eastern,82.0,10.0,8.0,0.0,Fair
A-1308138,2,42.65994600000001,-73.72179,NY,12144,US/Eastern,32.0,10.0,8.0,0.0,Fair
A-2191122,2,42.005278,-122.615236,CA,96044,US/Pacific,37.0,6.0,7.0,0.09,Rain
A-1553283,2,36.05129,-86.88414,TN,37221-3702,US/Central,32.0,10.0,8.0,0.0,Partly Cloudy
A-1131038,2,35.665819,-78.79721500000002,NC,27540-3793,US/Eastern,53.0,10.0,18.0,0.0,Cloudy
A-1612045,2,39.572442,-76.169317,MD,21078-1425,US/Eastern,43.0,7.0,6.0,0.0,Fair
A-1982128,2,38.663452,-75.070363,DE,19971,US/Eastern,70.0,10.0,7.0,0.0,Partly Cloudy
A-250327,2,46.581677,-92.584973,MN,55718,US/Central,25.0,2.0,13.0,0.0,Light Snow
A-300136,2,29.974667,-90.04638100000004,LA,70117-7032,US/Central,90.0,10.0,7.0,0.0,Fair
A-1625472,2,35.72989600000001,-78.532785,NC,27610-6337,US/Eastern,39.0,10.0,7.0,0.0,Partly Cloudy
A-1374304,2,44.784194,-93.248155,MN,55337-3018,US/Central,38.0,10.0,9.0,0.0,Fair
A-2811175,2,47.668949,-122.32201,WA,98105,US/Pacific,68.0,10.0,0.0,0.0,Mostly Cloudy
A-2783859,2,41.7404,-87.6251,IL,60620,US/Central,62.0,10.0,23.0,0.0,Fair / Windy
A-2618645,3,38.67167,-90.36186,MO,63132,US/Central,71.1,5.0,4.6,0.0,Light Rain
A-620922,2,34.556908,-82.600014,SC,29621-4290,US/Eastern,76.0,10.0,5.0,0.0,Mostly Cloudy
A-812065,2,41.463943,-71.909021,CT,06359-1212,US/Eastern,56.0,10.0,3.0,0.0,Fair
A-1360967,2,25.897229,-80.24471899999998,FL,33054,US/Eastern,85.0,10.0,14.0,0.0,Fair
A-2234272,2,34.278,-118.502119,CA,91344,US/Pacific,69.0,10.0,15.0,0.0,Partly Cloudy
A-1335916,2,45.861453,-123.96008700000002,OR,97138,US/Pacific,59.0,10.0,7.0,0.0,Cloudy
A-2025787,2,33.988941,-117.361096,CA,92507,US/Pacific,75.0,10.0,16.0,0.0,Fair
A-1330444,2,25.747537,-80.337062,FL,33165-2092,US/Eastern,83.0,10.0,9.0,0.0,Fair
A-278948,2,36.32717,-119.242595,CA,93292-9088,US/Pacific,59.0,10.0,12.0,0.0,Fair
A-1434133,2,45.253996,-92.993009,MN,55025-9794,US/Central,64.0,10.0,17.0,0.0,Mostly Cloudy
A-718261,2,33.968856,-118.370206,CA,90302,US/Pacific,66.0,10.0,3.0,0.0,Fair
A-1970109,2,32.177863,-110.96432,AZ,85713-6106,US/Mountain,73.0,10.0,5.0,0.0,Fair
A-862031,2,34.0514,-118.433198,CA,90025-4718,US/Pacific,73.0,10.0,8.0,0.0,Fair
A-1704136,2,39.06151,-94.495243,MO,64129,US/Central,35.0,10.0,7.0,0.0,Partly Cloudy
A-1230954,2,39.223666,-123.76975,CA,95410,US/Pacific,42.0,10.0,0.0,0.0,Fair
A-1079521,2,32.947094,-96.823393,TX,75254,US/Central,93.0,10.0,17.0,0.0,Mostly Cloudy
A-359387,2,40.142656,-75.420096,PA,19403-1821,US/Eastern,88.0,10.0,10.0,0.0,Fair
A-1076102,2,27.821079,-82.68328100000002,FL,33714-2346,US/Eastern,82.0,10.0,16.0,0.01,Cloudy
A-1824331,2,36.368726,-117.286766,CA,92328,US/Pacific,48.0,10.0,13.0,0.0,Partly Cloudy
A-1363624,2,40.764616,-73.721451,NY,11362,US/Eastern,74.0,10.0,13.0,0.0,Mostly Cloudy
A-1909129,2,37.171773,-121.987347,CA,95033-8839,US/Pacific,60.0,10.0,8.0,0.0,Fair
A-2400215,2,38.29094,-122.03476,CA,94533,US/Pacific,49.0,10.0,6.0,0.0,Fair
A-1560064,2,34.148399,-118.372293,CA,91602,US/Pacific,60.0,10.0,0.0,0.0,Fair
A-1955481,2,40.193591,-75.52846600000002,PA,19468-1823,US/Eastern,48.0,10.0,0.0,0.0,Fair
A-1437119,2,35.78379,-78.682354,NC,27606,US/Eastern,51.0,10.0,0.0,0.0,Fair
A-1053001,2,40.865812,-72.81532,NY,11949,US/Eastern,82.0,10.0,9.0,0.0,Fair
A-350749,2,40.084731,-74.17505,NJ,08701-4513,US/Eastern,68.0,10.0,3.0,0.0,Fair
A-1278699,2,40.073019,-105.208899,CO,80301,US/Mountain,37.0,10.0,0.0,0.0,Cloudy
A-470219,2,38.570689,-121.40991,CA,95825,US/Pacific,45.0,7.0,5.0,0.0,Cloudy
A-2006632,2,29.659596,-82.42147299999998,FL,32605,US/Eastern,47.0,10.0,0.0,0.0,Fair
A-383750,2,35.025359,-82.086049,SC,29349-9443,US/Eastern,81.0,10.0,0.0,0.0,Fair
A-1452058,2,32.792632,-117.207968,CA,92109,US/Pacific,64.0,10.0,5.0,0.0,Cloudy
A-697157,2,28.56612,-81.286082,FL,32807,US/Eastern,75.0,10.0,7.0,0.04,T-Storm
A-2293219,2,45.00762,-123.38828999999998,OR,97338-9315,US/Pacific,34.0,8.0,0.0,0.0,Partly Cloudy
A-711980,2,26.149984,-80.168475,FL,33311,US/Eastern,80.0,10.0,16.0,0.0,Fair
A-581105,2,30.382691,-97.685957,TX,78753-2665,US/Central,85.0,10.0,9.0,0.0,Fair
A-1380787,2,37.656336,-122.101569,CA,94545,US/Pacific,78.0,10.0,10.0,0.0,Fair
A-650138,2,37.776757,-122.236107,CA,94601,US/Pacific,64.0,10.0,5.0,0.0,Fair
A-1146186,2,32.925263,-96.786321,TX,75240-5402,US/Central,61.0,10.0,13.0,0.0,Partly Cloudy
A-303346,2,28.284176,-82.71498000000003,FL,34668-5348,US/Eastern,78.0,10.0,5.0,0.0,Fair
A-1244086,2,43.091761,-75.750568,NY,13032,US/Eastern,59.0,10.0,6.0,0.0,Partly Cloudy
A-2340801,2,37.818097,-119.059621,CA,93529,US/Pacific,50.0,10.0,7.0,0.0,Fair
A-663572,2,26.48028,-81.79320200000002,FL,33967,US/Eastern,81.0,2.0,6.0,0.02,Heavy T-Storm
A-2166993,3,39.72532,-105.01784,CO,80223,US/Mountain,80.0,10.0,9.0,0.0,Partly Cloudy
A-718576,2,33.255725,-81.338564,SC,29812-8130,US/Eastern,70.0,10.0,6.0,0.0,Fair
A-1614183,2,33.84672,-117.252391,CA,92571,US/Pacific,60.0,10.0,6.0,0.0,Partly Cloudy
A-972147,2,45.651444,-110.942956,MT,59715,US/Mountain,24.0,3.0,9.0,0.0,Light Snow
A-2501540,2,44.453026,-124.073727,OR,97394,US/Pacific,46.0,10.0,6.0,0.0,Fair
A-1140267,2,29.084063,-82.07882,FL,34420-6218,US/Eastern,75.0,10.0,0.0,0.0,Fair
A-1148158,2,39.254169,-76.678212,MD,21227,US/Eastern,90.0,10.0,6.0,0.0,Mostly Cloudy
A-1842025,2,29.212861,-81.958761,FL,34488-2567,US/Eastern,70.0,8.0,8.0,0.0,Cloudy
A-480279,2,38.906335,-75.815113,MD,21629-3314,US/Eastern,82.0,10.0,9.0,0.0,Fair
A-667716,2,32.792505,-96.683671,TX,75228-6720,US/Central,46.0,10.0,0.0,0.0,Fair
A-2486657,2,34.030837,-118.39113600000002,CA,90034,US/Pacific,79.0,10.0,8.0,0.0,Fair
A-1534386,2,30.404542,-91.173557,LA,70808,US/Central,58.0,1.0,3.0,0.0,Fog
A-1954720,2,34.13348,-117.302795,CA,92405,US/Pacific,68.0,10.0,0.0,0.0,Fair
A-1798665,2,37.083781,-120.25678700000002,CA,93610-9519,US/Pacific,36.0,8.0,0.0,0.0,Fair
A-844523,2,38.531451,-121.344059,CA,95827,US/Pacific,70.0,10.0,6.0,0.0,Mostly Cloudy
A-906118,2,25.80803,-80.31314499999998,FL,33122,US/Eastern,85.0,10.0,6.0,0.0,Thunder in the Vicinity
A-2374533,2,38.43123,-122.71048,CA,95404,US/Pacific,51.0,0.5,5.0,0.0,Fog
A-1539936,2,38.84486500000001,-77.438201,VA,20120,US/Eastern,39.0,10.0,3.0,0.0,Cloudy
A-407260,2,34.046105,-81.119323,SC,29210,US/Eastern,89.0,10.0,3.0,0.0,Mostly Cloudy
A-1657709,2,27.496426,-82.474451,FL,34212,US/Eastern,53.0,2.0,3.0,0.0,Fog
A-2077859,2,35.44811,-97.58329,OK,73108-2022,US/Central,74.0,10.0,15.0,0.0,Mostly Cloudy
A-2485747,2,33.441438,-117.137764,CA,92590,US/Pacific,88.0,10.0,8.0,0.0,Fair
A-2100373,2,44.9201,-117.94483,OR,97833-2516,US/Pacific,78.0,10.0,12.0,0.0,Fair
A-1945375,2,36.79549,-76.175708,VA,23464,US/Eastern,54.0,10.0,15.0,0.0,Cloudy
A-1535526,2,25.627141,-80.383572,FL,33177,US/Eastern,73.0,10.0,16.0,0.0,Cloudy
A-2222511,2,37.998674,-121.817967,CA,94509,US/Pacific,53.0,10.0,8.0,0.0,Fair
A-2066709,2,25.827565,-80.24105,FL,33142-2202,US/Eastern,85.0,10.0,8.0,0.0,Partly Cloudy
A-1771257,2,30.447714,-84.262389,FL,32308,US/Eastern,62.0,10.0,3.0,0.0,Fair
A-748932,2,29.440499,-98.484313,TX,78212,US/Central,93.0,10.0,13.0,0.0,Partly Cloudy
A-314712,2,42.486437,-83.270198,MI,48033,US/Eastern,75.0,10.0,7.0,0.0,Mostly Cloudy
A-1890754,2,41.631357,-93.697877,IA,50322,US/Central,41.0,10.0,7.0,0.0,Mostly Cloudy
A-2055654,2,32.737794,-96.665662,TX,75217,US/Central,57.0,10.0,0.0,0.0,Cloudy
A-615133,2,40.71105,-111.796875,UT,84109,US/Mountain,43.0,10.0,0.0,0.0,Cloudy
A-646078,2,39.771532,-84.19578,OH,45405-4696,US/Eastern,72.0,10.0,6.0,0.0,Cloudy
A-2150372,2,34.384014,-118.568242,CA,91355,US/Pacific,68.0,10.0,5.0,0.0,Fair
A-1264593,2,30.362058,-97.744106,TX,78759,US/Central,95.0,10.0,7.0,0.0,Fair
A-2068900,2,30.42847,-91.171342,LA,70802,US/Central,50.0,10.0,3.0,0.0,Fair
A-2404400,2,34.159426,-118.637304,CA,91302,US/Pacific,75.0,10.0,8.0,0.0,Partly Cloudy
A-738742,2,30.364535,-97.696329,TX,78758,US/Central,54.0,10.0,7.0,0.0,Cloudy
A-697282,2,40.72954,-74.223304,NJ,07111,US/Eastern,45.0,10.0,10.0,0.0,Mostly Cloudy
A-2097208,2,33.61562,-117.42638999999998,CA,92530-6522,US/Pacific,63.0,10.0,3.0,0.0,Fair
A-1470340,2,32.756563,-117.159223,CA,92103,US/Pacific,69.0,10.0,16.0,0.0,Partly Cloudy
A-2375162,2,35.379665,-119.109813,CA,93312-2707,US/Pacific,52.0,4.0,8.0,0.0,Haze
A-779343,2,41.825669,-71.420137,RI,02903,US/Eastern,52.0,10.0,0.0,0.0,Fair
A-2248475,2,35.37849,-119.04455,CA,93301,US/Pacific,53.0,10.0,12.0,0.01,Light Rain
A-6229,2,33.8796,-117.65607,CA,92880,US/Pacific,63.0,10.0,5.8,0.0,Light Rain
A-1580571,2,28.321123,-81.669414,FL,33897,US/Eastern,72.0,10.0,13.0,0.0,Mostly Cloudy
A-2255456,2,44.91545,-122.98838,OR,97317,US/Pacific,65.0,10.0,13.0,0.0,Fair
A-2341120,2,33.876414000000004,-117.545557,CA,92879,US/Pacific,62.0,10.0,0.0,0.0,Fair
A-1515629,2,35.800759,-120.745002,CA,93426,US/Pacific,35.0,10.0,0.0,0.0,Fair
A-233310,2,39.850705,-75.09666999999997,NJ,08096,US/Eastern,80.0,10.0,6.0,0.0,Mostly Cloudy
A-502972,2,37.638291,-121.269418,CA,95385,US/Pacific,74.0,10.0,8.0,0.0,Fair
A-1767738,2,40.845067,-73.910851,NY,10457,US/Eastern,34.0,10.0,5.0,0.0,Partly Cloudy
A-658634,2,41.576026,-124.073366,CA,95548-9382,US/Pacific,53.0,5.0,5.0,0.0,Fair
A-2385801,2,34.645714,-118.153406,CA,93551,US/Pacific,47.0,10.0,6.0,0.0,Mostly Cloudy
A-273355,2,30.476914,-88.394577,AL,36541,US/Central,81.0,5.0,6.0,0.04,Light Rain
A-1388958,2,40.37852,-74.32085500000002,NJ,08857-3300,US/Eastern,59.0,10.0,9.0,0.0,Cloudy
A-1046535,2,33.811881,-118.162093,CA,90807,US/Pacific,76.0,10.0,7.0,0.0,Fair
A-2189742,2,44.93956,-93.27456,MN,55408,US/Central,37.0,10.0,12.0,0.0,Partly Cloudy
A-1779427,2,40.106606,-75.117657,PA,19046-1605,US/Eastern,49.0,10.0,6.0,0.0,Mostly Cloudy
A-308495,2,36.162201,-86.760799,TN,37213,US/Central,35.0,10.0,8.0,0.0,Fair
A-1930756,2,35.144419,-81.19010300000002,SC,29710-8368,US/Eastern,50.0,8.0,0.0,0.0,Fair
A-2130551,2,30.44802,-84.27833000000003,FL,32301-1252,US/Eastern,91.0,10.0,13.0,0.0,Partly Cloudy
A-626152,2,40.215203,-76.079669,PA,17517-9637,US/Eastern,74.0,10.0,8.0,0.0,Mostly Cloudy
A-1679868,2,45.184841,-122.801445,OR,97032-9794,US/Pacific,30.0,4.0,9.0,0.0,Wintry Mix
A-779530,2,26.547962,-81.871652,FL,33907-3833,US/Eastern,83.0,10.0,3.0,0.0,Fair
A-922166,2,35.056923,-80.76965799999998,NC,28277-3646,US/Eastern,68.0,10.0,6.0,0.0,Fair
A-1140207,2,44.006316,-91.493355,MN,55987,US/Central,18.0,3.0,7.0,0.0,Light Snow
A-2424579,2,34.13511,-117.33242,CA,92411,US/Pacific,82.0,10.0,9.0,0.0,Fair
A-617824,2,38.230788,-78.981302,VA,24482,US/Eastern,48.0,10.0,9.0,0.0,Fair
A-2789324,2,38.00343,-122.04281,CA,94520,US/Pacific,59.0,10.0,14.0,0.0,Partly Cloudy
A-2825539,4,47.67454,-122.32113,WA,98115,US/Pacific,69.0,10.0,0.0,0.0,Partly Cloudy
A-2005037,2,25.76087,-80.403851,FL,33184-2235,US/Eastern,86.0,10.0,21.0,0.0,Fair / Windy
A-2044956,2,27.903095,-82.636016,FL,33716,US/Eastern,68.0,10.0,10.0,0.0,Fair
A-327774,2,25.824413,-80.206615,FL,33127,US/Eastern,82.0,10.0,5.0,0.0,Mostly Cloudy
A-876178,2,25.885498,-80.210753,FL,33168-2527,US/Eastern,88.0,10.0,13.0,0.0,Partly Cloudy
A-2821087,2,39.175944,-94.561454,MO,64116,US/Central,83.0,10.0,8.0,0.0,Fair
A-812859,2,34.750409999999995,-92.162622,AR,72117,US/Central,75.0,6.0,12.0,0.02,Rain
A-404195,2,33.925279,-117.880288,CA,92821,US/Pacific,67.0,10.0,3.0,0.0,Mostly Cloudy
A-1250532,2,28.748923,-81.620041,FL,32757,US/Eastern,60.0,10.0,0.0,0.0,Fair
A-1889997,2,45.063369,-93.263112,MN,55421,US/Central,-3.0,10.0,6.0,0.0,Fair
A-831674,2,37.640048,-120.957197,CA,95354-3014,US/Pacific,68.0,10.0,7.0,0.0,Fair
A-1585179,2,45.302566,-121.763265,OR,97028,US/Pacific,44.0,10.0,0.0,0.0,Light Rain
A-472525,4,32.11747800000001,-90.066744,MS,39073-9100,US/Central,71.0,10.0,13.0,0.0,Fair
A-2177851,2,45.54423,-122.67565,OR,97227,US/Pacific,58.0,10.0,13.0,0.0,Light Rain
A-355875,2,41.072871,-78.660382,PA,15856-2005,US/Eastern,78.0,10.0,12.0,0.0,Mostly Cloudy
A-1965976,2,41.231899,-73.21731700000002,CT,06611,US/Eastern,59.0,10.0,7.0,0.0,Cloudy
A-1048848,2,34.987675,-80.853276,SC,29707-7582,US/Eastern,83.0,10.0,6.0,0.0,Mostly Cloudy
A-1289794,2,33.957169,-118.278214,CA,90003-3613,US/Pacific,63.0,10.0,5.0,0.0,Cloudy
A-1900668,2,45.615459,-94.175459,MN,56379,US/Central,34.0,10.0,8.0,0.0,Fair
A-1791347,2,39.55690300000001,-119.752198,NV,89431,US/Pacific,44.0,10.0,0.0,0.0,Fair
A-2485437,2,33.78948,-117.88787,CA,92868,US/Pacific,83.0,7.0,0.0,0.0,Mostly Cloudy
A-1963820,2,36.759867,-119.775335,CA,93703,US/Pacific,61.0,10.0,16.0,0.0,Mostly Cloudy
A-2004850,2,32.837094,-96.987079,TX,75062,US/Central,39.0,10.0,9.0,0.0,Fair
A-714466,2,38.937875,-94.476896,MO,64134,US/Central,79.0,10.0,8.0,0.0,Mostly Cloudy
A-2032209,2,36.851245,-77.89769,VA,23821,US/Eastern,33.0,10.0,0.0,0.0,Fair
A-386312,2,44.876043,-93.031081,MN,55075,US/Central,29.0,10.0,8.0,0.0,Partly Cloudy
A-1193692,2,28.528216,-82.63239499999997,FL,34607,US/Eastern,66.0,10.0,3.0,0.0,Cloudy
A-647871,2,44.738284,-92.893602,MN,55033,US/Central,69.0,10.0,13.0,0.0,Fair
A-1193329,2,25.93371,-80.121845,FL,33160-4095,US/Eastern,76.0,10.0,12.0,0.0,Fair
A-661562,2,35.119194,-92.465837,AR,72032,US/Central,53.0,10.0,9.0,0.0,Fair
A-1455741,2,36.047117,-95.886288,OK,74133-3644,US/Central,53.0,10.0,13.0,0.0,Fair
A-1328847,2,37.056831,-76.41425699999998,VA,23666,US/Eastern,54.0,10.0,12.0,0.0,Cloudy
A-589027,2,37.716211,-121.70723,CA,94551,US/Pacific,80.0,10.0,3.0,0.0,Fair
